File,Language,Size,Range,Type,PKG_Energy,RAM_Energy,Cache Misses,Time
perf_output67.txt,python,1000,336,1,2.32,0.26,197484,0.022805286
perf_output24.txt,python,1000,915,1,2.47,0.27,347050,0.023400301
perf_output84.txt,python,1000,69,1,2.51,0.26,314230,0.023234629
perf_output59.txt,python,1000,801,1,2.31,0.26,195671,0.022745589
perf_output74.txt,python,1000,393,1,2.31,0.26,196844,0.022560415
perf_output70.txt,python,1000,709,1,2.27,0.25,198178,0.022689582
perf_output61.txt,python,1000,728,1,2.32,0.26,196403,0.022795912
perf_output64.txt,python,1000,778,1,2.31,0.26,548216,0.022969802
perf_output19.txt,python,1000,598,1,2.32,0.26,196259,0.022834505
perf_output47.txt,python,1000,471,1,2.33,0.26,204191,0.023281177
perf_output75.txt,python,10,685,2,2.42,0.27,200707,0.023166748
perf_output46.txt,python,10,96,2,2.35,0.26,195333,0.022955101
perf_output96.txt,python,10,267,2,2.35,0.26,200545,0.023215053
perf_output44.txt,python,10,72,2,2.33,0.26,195752,0.022912315
perf_output87.txt,python,10,474,2,2.31,0.26,192156,0.022809636
perf_output50.txt,python,10,442,2,2.32,0.26,199146,0.022709426
perf_output17.txt,python,10,71,2,2.36,0.26,201562,0.023150393
perf_output95.txt,python,10,201,2,2.38,0.26,200289,0.023276062
perf_output4.txt,python,10,61,2,2.33,0.26,204879,0.023353016
perf_output68.txt,python,10,288,2,2.32,0.26,199219,0.022785547
perf_output34.txt,python,10,945,2,2.36,0.26,194907,0.023114576
perf_output36.txt,python,10,255,2,2.36,0.26,198906,0.023047050
perf_output63.txt,python,10,862,2,2.32,0.26,193462,0.022833610
perf_output83.txt,python,10,847,2,2.31,0.27,1055977,0.023182564
perf_output92.txt,python,10,102,2,2.32,0.26,197068,0.022758827
perf_output12.txt,python,10,895,2,2.31,0.26,202845,0.023196265
perf_output80.txt,python,10,302,2,2.42,0.27,200719,0.023117203
perf_output56.txt,python,10,875,2,2.33,0.26,204828,0.023271854
perf_output76.txt,python,10,234,2,2.36,0.26,197421,0.023031026
perf_output93.txt,python,10,872,2,2.32,0.26,196734,0.022791524
perf_output99.txt,python,10,639,2,2.32,0.26,203274,0.023184902
perf_output78.txt,python,10,384,2,2.53,0.26,327656,0.023331220
perf_output7.txt,python,10,447,2,2.32,0.26,197347,0.023182791
perf_output18.txt,python,10,651,2,2.31,0.26,202504,0.022943658
perf_output66.txt,python,10,271,2,2.43,0.28,1080455,0.023506748
perf_output55.txt,python,10,536,2,2.34,0.26,206275,0.023084228
perf_output8.txt,python,10,284,2,2.31,0.26,194518,0.022827221
perf_output27.txt,python,10,802,2,2.31,0.26,200390,0.022689421
perf_output42.txt,python,10,767,2,2.35,0.26,203137,0.023446377
perf_output60.txt,python,10,280,2,2.34,0.26,200702,0.022919629
perf_output3.txt,python,10,80,2,2.23,0.25,199276,0.022757911
perf_output22.txt,python,10,889,2,2.31,0.26,197947,0.023145712
perf_output16.txt,python,10,712,2,2.32,0.26,193395,0.022810295
perf_output21.txt,python,10,55,2,2.32,0.26,200709,0.022995523
perf_output48.txt,python,10,948,2,2.32,0.26,199097,0.022850769
perf_output69.txt,python,10,139,2,2.34,0.26,202493,0.023040276
perf_output98.txt,python,10,995,2,2.35,0.26,197486,0.023016684
perf_output71.txt,python,10,281,2,2.31,0.26,199798,0.022982609
perf_output30.txt,python,10,534,2,2.26,0.25,192739,0.022811649
perf_output73.txt,python,10,493,2,2.32,0.26,200721,0.023068471
perf_output91.txt,python,10,934,2,2.26,0.25,197402,0.022820805
perf_output57.txt,python,10,418,2,2.32,0.26,200398,0.022912509
perf_output38.txt,python,10,847,2,2.36,0.26,203548,0.023231461
perf_output40.txt,python,10,505,2,2.31,0.26,205760,0.023119981
perf_output2.txt,python,10,997,2,2.30,0.26,193039,0.023032299
perf_output26.txt,python,10,501,2,2.37,0.26,203333,0.023106815
perf_output25.txt,python,10,914,2,2.32,0.26,201919,0.022998485
perf_output52.txt,python,10,357,2,2.32,0.26,199164,0.023359132
perf_output62.txt,python,10,830,2,2.33,0.26,197103,0.022855929
perf_output100.txt,python,10,136,2,2.31,0.26,493273,0.022866746
perf_output41.txt,python,10,598,2,2.32,0.26,186933,0.022814390
perf_output33.txt,python,10,527,2,2.35,0.26,198750,0.023221712
perf_output15.txt,python,10,526,2,2.31,0.26,214865,0.022933743
perf_output23.txt,python,10,114,2,2.35,0.26,202806,0.023221574
perf_output10.txt,python,10,187,2,2.38,0.26,207076,0.023076216
perf_output79.txt,python,10,73,2,2.32,0.26,202680,0.023059839
perf_output32.txt,python,10,966,2,2.31,0.27,834072,0.023041322
perf_output88.txt,python,10,554,2,2.28,0.25,191901,0.022738222
perf_output28.txt,python,10,357,2,2.36,0.26,200034,0.023112590
perf_output82.txt,python,10,528,2,2.31,0.26,198539,0.022879536
perf_output6.txt,python,10,444,2,2.32,0.26,199983,0.023046310
perf_output51.txt,python,10,364,2,2.25,0.25,203103,0.022837786
perf_output39.txt,python,10,428,2,2.32,0.26,199708,0.022802202
perf_output81.txt,python,10,289,2,2.42,0.27,198807,0.023205332
perf_output86.txt,python,10,87,2,2.26,0.25,199723,0.023010068
perf_output1.txt,python,10,818,2,2.32,0.26,199940,0.022755559
perf_output13.txt,python,10,186,2,2.32,0.26,198423,0.022871511
perf_output29.txt,python,10,854,2,2.32,0.26,202326,0.022850877
perf_output31.txt,python,10,157,2,2.33,0.25,208736,0.023344164
perf_output53.txt,python,10,957,2,2.31,0.26,207576,0.023261712
perf_output89.txt,python,10,255,2,2.32,0.26,201348,0.023154500
perf_output77.txt,python,10,130,2,2.33,0.26,196534,0.023123201
perf_output20.txt,python,10,482,2,2.31,0.26,198886,0.022721880
perf_output11.txt,python,10,787,2,2.35,0.26,200927,0.023032643
perf_output43.txt,python,10,23,2,2.43,0.27,201828,0.023163389
perf_output9.txt,python,10,483,2,2.32,0.26,196032,0.022977035
perf_output5.txt,python,10,335,2,2.33,0.26,200319,0.023021384
perf_output35.txt,python,10,110,2,2.32,0.26,194565,0.023066678
perf_output58.txt,python,10,855,2,2.32,0.26,198575,0.023117883
perf_output90.txt,python,10,127,2,2.33,0.26,202560,0.023184396
perf_output49.txt,python,10,75,2,2.32,0.27,1032242,0.023216200
perf_output97.txt,python,10,424,2,2.27,0.25,194668,0.022746022
perf_output14.txt,python,10,306,2,2.26,0.25,192133,0.022782070
perf_output94.txt,python,10,524,2,2.31,0.26,192773,0.022820360
perf_output85.txt,python,10,365,2,2.41,0.27,205881,0.023209232
perf_output37.txt,python,10,36,2,2.26,0.25,200782,0.022606271
perf_output65.txt,python,10,848,2,2.32,0.26,200009,0.022712569
perf_output45.txt,python,10,307,2,2.34,0.26,200040,0.023330321
perf_output72.txt,python,10,122,2,2.33,0.26,203025,0.023191044
perf_output54.txt,python,10,462,2,2.39,0.26,205269,0.022971728
perf_output67.txt,python,10,255,2,2.37,0.26,202312,0.023268271
perf_output24.txt,python,10,561,2,2.36,0.27,219862,0.023265955
perf_output84.txt,python,10,643,2,2.45,0.27,222384,0.023344634
perf_output59.txt,python,10,158,2,2.26,0.25,205558,0.022950513
perf_output74.txt,python,10,975,2,2.32,0.26,196089,0.023198449
perf_output70.txt,python,10,682,2,2.28,0.25,195990,0.022793011
perf_output61.txt,python,10,519,2,2.46,0.26,203009,0.023373683
perf_output64.txt,python,10,723,2,2.33,0.26,205621,0.023051912
perf_output19.txt,python,10,18,2,2.32,0.26,201242,0.022809879
perf_output47.txt,python,10,707,2,2.32,0.26,213111,0.023305117
perf_output75.txt,python,100,112,2,2.31,0.26,199013,0.022813682
perf_output46.txt,python,100,310,2,2.25,0.25,195898,0.022803087
perf_output96.txt,python,100,232,2,2.31,0.26,196355,0.022899536
